,root,graph_order,graph_size,unique_edges,avg degree,strongly_connected,weakly_connected,radius,diameter,center,density
330,سنو,24,35,24,1.4583333333333333,23,1,1,2,['سنو'],0.06340579710144928
331,زحزح,5,4,4,0.8,5,1,1,2,['زحزح'],0.2
332,نبذ,19,22,18,1.1578947368421053,19,1,1,2,['نبذ'],0.06432748538011696
333,سحر,48,113,52,2.3541666666666665,43,1,1,2,['سحر'],0.050088652482269506
334,فتن,66,105,75,1.5909090909090908,57,1,1,2,['فتن'],0.024475524475524476
335,مرا,45,70,48,1.5555555555555556,42,1,1,2,['مرا'],0.03535353535353535
336,ضرر,70,145,80,2.0714285714285716,59,1,1,2,['ضرر'],0.030020703933747412
337,نفع,45,88,52,1.9555555555555555,37,1,1,2,['نفع'],0.044444444444444446
338,ثوب,31,52,35,1.6774193548387097,26,1,1,2,['ثوب'],0.05591397849462366
339,رعي,14,16,15,1.1428571428571428,12,1,1,2,['رعي'],0.08791208791208792
340,اهل,111,242,126,2.18018018018018,95,1,1,2,['اهل'],0.01981981981981982
341,خصص,7,7,6,1.0,7,1,1,2,['خصص'],0.16666666666666666
342,نسخ,7,7,7,1.0,6,1,1,2,['نسخ'],0.16666666666666666
343,سبل,86,310,100,3.604651162790698,71,1,1,2,['سبل'],0.04240766073871409
344,حسد,7,8,8,1.1428571428571428,6,1,1,2,['حسد'],0.19047619047619047
345,صفح,10,14,11,1.4,9,1,1,2,['صفح'],0.15555555555555556
346,هات,3,8,2,2.6666666666666665,3,1,1,2,['هات'],1.3333333333333333
347,برهن,11,16,10,1.4545454545454546,11,1,1,2,['برهن'],0.14545454545454545
348,وجه,76,146,82,1.9210526315789473,70,1,1,2,['وجه'],0.025614035087719297
349,ليس,86,154,95,1.7906976744186047,76,1,1,2,['ليس'],0.02106703146374829
350,منع,19,25,19,1.3157894736842106,18,1,1,2,['منع'],0.07309941520467836
351,سعي,34,46,37,1.3529411764705883,31,1,1,2,['سعي'],0.040998217468805706
352,خرب,5,4,4,0.8,5,1,1,2,['خرب'],0.2
353,شرق,16,28,16,1.75,15,1,1,2,['شرق'],0.11666666666666667
354,غرب,29,36,29,1.2413793103448276,28,1,1,2,['غرب'],0.04433497536945813
355,وسع,31,62,34,2.0,28,1,1,2,['وسع'],0.06666666666666667
356,قنت,14,19,16,1.3571428571428572,12,1,1,2,['قنت'],0.1043956043956044
357,بدع,6,6,5,1.0,6,1,1,2,['بدع'],0.2
358,قضي,58,110,64,1.896551724137931,52,1,1,2,['قضي'],0.03327283726557774
359,جحم,16,28,17,1.75,14,1,1,2,['جحم'],0.11666666666666667
360,رضو,72,128,78,1.7777777777777777,66,1,1,2,['رضو'],0.025039123630672927
361,ملل,20,35,22,1.75,18,1,1,2,['ملل'],0.09210526315789473
362,تمم,29,42,31,1.4482758620689655,26,1,1,2,['تمم'],0.05172413793103448
363,ذرر,53,74,57,1.3962264150943395,48,1,1,2,['ذرر'],0.026850507982583455
364,نيل,21,22,21,1.0476190476190477,20,1,1,2,['نيل'],0.05238095238095238
365,بيت,82,138,95,1.6829268292682926,69,1,1,2,['بيت'],0.02077687443541102
366,طوف,49,71,58,1.4489795918367347,40,1,1,2,['طوف'],0.03018707482993197
367,عكف,16,16,15,1.0,16,1,1,2,['عكف'],0.06666666666666667
368,بلد,21,30,20,1.4285714285714286,21,1,1,2,['بلد'],0.07142857142857142
369,صير,15,31,14,2.066666666666667,15,1,1,2,['صير'],0.14761904761904762
370,قعد,40,51,45,1.275,35,1,1,2,['قعد'],0.032692307692307694
371,نسك,11,13,11,1.1818181818181819,11,1,1,2,['نسك'],0.11818181818181818
372,عزز,68,224,75,3.2941176470588234,61,1,1,2,['عزز'],0.04916593503072871
373,رغب,11,13,11,1.1818181818181819,10,1,1,2,['رغب'],0.11818181818181818
374,صفو,24,32,27,1.3333333333333333,20,1,1,2,['صفو'],0.057971014492753624
375,وصي,33,54,38,1.6363636363636365,28,1,1,2,['وصي'],0.05113636363636364
376,حضر,30,37,31,1.2333333333333334,28,1,1,2,['حضر'],0.04252873563218391
377,ابو,86,223,107,2.5930232558139537,65,1,1,2,['ابو'],0.030506155950752394
378,حنف,11,23,12,2.090909090909091,9,1,1,2,['حنف'],0.20909090909090908
379,سبط,8,10,7,1.25,8,1,1,2,['سبط'],0.17857142857142858
380,كفي,32,63,33,1.96875,30,1,1,2,['كفي'],0.06350806451612903
381,صبغ,5,5,5,1.0,4,1,1,2,['صبغ'],0.25
382,وسط,9,9,9,1.0,8,1,1,2,['وسط'],0.125
383,عقب,47,137,60,2.9148936170212765,34,1,1,2,['عقب'],0.0633672525439408
384,ضيع,10,20,10,2.0,9,1,1,2,['ضيع'],0.2222222222222222
385,راف,11,26,10,2.3636363636363638,11,1,1,2,['راف'],0.23636363636363636
386,شطر,5,10,4,2.0,5,1,1,2,['شطر'],0.5
387,مري,16,28,18,1.75,14,1,1,2,['مري'],0.11666666666666667
388,سبق,33,56,37,1.696969696969697,29,1,1,2,['سبق'],0.05303030303030303
389,جوع,8,8,8,1.0,7,1,1,2,['جوع'],0.14285714285714285
390,نقص,15,19,16,1.2666666666666666,13,1,1,2,['نقص'],0.09047619047619047
391,مول,73,164,83,2.2465753424657535,63,1,1,2,['مول'],0.03120243531202435
392,جنح,48,64,53,1.3333333333333333,42,1,1,2,['جنح'],0.028368794326241134
393,طوع,97,217,113,2.2371134020618557,80,1,1,2,['طوع'],0.023303264604810997
394,فلك,28,49,30,1.75,25,1,1,2,['فلك'],0.06481481481481481
395,بثث,13,14,12,1.0769230769230769,13,1,1,2,['بثث'],0.08974358974358974
396,دبب,24,33,24,1.375,23,1,1,2,['دبب'],0.059782608695652176
397,صرف,32,46,33,1.4375,31,1,1,2,['صرف'],0.046370967741935484
398,سحب,20,21,19,1.05,20,1,1,2,['سحب'],0.05526315789473684
399,سخر,41,70,49,1.7073170731707317,33,1,1,2,['سخر'],0.042682926829268296
400,حبب,84,175,94,2.0833333333333335,74,1,1,2,['حبب'],0.025100401606425703
401,سبب,10,13,10,1.3,9,1,1,2,['سبب'],0.14444444444444443
402,كرر,11,11,10,1.0,11,1,1,2,['كرر'],0.1
403,حسر,16,19,17,1.1875,14,1,1,2,['حسر'],0.07916666666666666
404,حلل,61,95,69,1.5573770491803278,53,1,1,2,['حلل'],0.025956284153005466
405,خطو,3,10,2,3.3333333333333335,3,1,1,2,['خطو'],1.6666666666666667
406,فحش,26,48,26,1.8461538461538463,25,1,1,2,['فحش'],0.07384615384615385
407,لفو,5,5,4,1.0,5,1,1,2,['لفو'],0.25
408,نعق,3,2,2,0.6666666666666666,3,1,1,2,['نعق'],0.3333333333333333
409,ندو,45,76,49,1.6888888888888889,41,1,1,2,['ندو'],0.03838383838383838
410,لحم,15,23,15,1.5333333333333334,14,1,1,2,['لحم'],0.10952380952380952
411,خنزر,6,10,5,1.6666666666666667,6,1,1,2,['خنزر'],0.3333333333333333
412,هلل,6,10,5,1.6666666666666667,6,1,1,2,['هلل'],0.3333333333333333
413,بطن,36,47,37,1.3055555555555556,34,1,1,2,['بطن'],0.0373015873015873
414,رقب,26,38,27,1.4615384615384615,25,1,1,2,['رقب'],0.05846153846153846
415,قصص,32,50,37,1.5625,27,1,1,2,['قصص'],0.05040322580645161
416,حرر,19,25,20,1.3157894736842106,18,1,1,2,['حرر'],0.07309941520467836
417,انث,29,54,31,1.8620689655172413,27,1,1,2,['انث'],0.0665024630541872
418,اخو,100,177,111,1.77,89,1,1,2,['اخو'],0.01787878787878788
419,ادي,10,11,9,1.1,10,1,1,2,['ادي'],0.12222222222222222
420,لبب,7,21,6,3.0,7,1,1,2,['لبب'],0.5
421,جنف,4,4,3,1.0,4,1,1,2,['جنف'],0.3333333333333333
422,صوم,17,27,22,1.588235294117647,12,1,1,2,['صوم'],0.09926470588235294
423,سفر,17,21,16,1.2352941176470589,17,1,1,2,['سفر'],0.07720588235294118
424,طوق,9,8,8,0.8888888888888888,9,1,1,2,['طوق'],0.1111111111111111
425,شهر,25,39,28,1.56,21,1,1,2,['شهر'],0.065
426,قرا,76,152,94,2.0,58,1,1,2,['قرا'],0.02666666666666667
427,يسر,25,51,29,2.04,21,1,1,2,['يسر'],0.085
428,عسر,13,17,14,1.3076923076923077,11,1,1,2,['عسر'],0.10897435897435898
429,كمل,10,10,10,1.0,9,1,1,2,['كمل'],0.1111111111111111
430,جوب,32,68,39,2.125,24,1,1,2,['جوب'],0.06854838709677419
431,رشد,21,24,21,1.1428571428571428,20,1,1,2,['رشد'],0.05714285714285714
432,رفث,5,4,4,0.8,5,1,1,2,['رفث'],0.2
433,خون,23,29,24,1.2608695652173914,22,1,1,2,['خون'],0.05731225296442688
434,خيط,6,6,6,1.0,5,1,1,2,['خيط'],0.2
435,بيض,14,21,14,1.5,13,1,1,2,['بيض'],0.11538461538461539
436,سود,13,19,13,1.4615384615384615,12,1,1,2,['سود'],0.12179487179487179
437,حدد,22,43,23,1.9545454545454546,20,1,1,2,['حدد'],0.09307359307359307
438,دلو,6,6,6,1.0,6,1,1,2,['دلو'],0.2
439,وقت,19,23,20,1.2105263157894737,17,1,1,2,['وقت'],0.06725146198830409
440,ثقف,10,10,9,1.0,10,1,1,2,['ثقف'],0.1111111111111111
441,نهي,46,96,54,2.0869565217391304,38,1,1,2,['نهي'],0.0463768115942029
442,هلك,56,116,65,2.0714285714285716,47,1,1,2,['هلك'],0.03766233766233766
443,حصر,12,11,11,0.9166666666666666,12,1,1,2,['حصر'],0.08333333333333333
444,حلق,5,5,4,1.0,5,1,1,2,['حلق'],0.25
445,راس,33,36,32,1.0909090909090908,33,1,1,2,['راس'],0.03409090909090909
446,بلغ,75,134,86,1.7866666666666666,63,1,1,2,['بلغ'],0.024144144144144144
447,اذي,32,45,35,1.40625,28,1,1,2,['اذي'],0.04536290322580645
448,ثلث,41,60,43,1.4634146341463414,39,1,1,2,['ثلث'],0.036585365853658534
449,جدل,32,49,35,1.53125,28,1,1,2,['جدل'],0.04939516129032258
450,زود,4,4,4,1.0,3,1,1,2,['زود'],0.3333333333333333
451,فيض,15,17,15,1.1333333333333333,14,1,1,2,['فيض'],0.08095238095238096
452,نصب,43,57,43,1.3255813953488371,42,1,1,2,['نصب'],0.03156146179401993
453,سرع,21,43,20,2.0476190476190474,21,1,1,2,['سرع'],0.10238095238095238
454,حسب,87,150,94,1.7241379310344827,80,1,1,2,['حسب'],0.020048115477145148
455,حشر,41,67,43,1.6341463414634145,38,1,1,2,['حشر'],0.04085365853658537
456,عجب,27,38,28,1.4074074074074074,26,1,1,2,['عجب'],0.05413105413105413
457,لدد,4,3,3,0.75,4,1,1,2,['لدد'],0.25
458,خصم,21,25,22,1.1904761904761905,20,1,1,2,['خصم'],0.05952380952380952
459,نسل,7,6,6,0.8571428571428571,7,1,1,2,['نسل'],0.14285714285714285
460,مهد,12,20,12,1.6666666666666667,12,1,1,2,['مهد'],0.15151515151515152
461,كفف,22,29,24,1.3181818181818181,19,1,1,2,['كفف'],0.06277056277056277
462,زين,60,85,64,1.4166666666666667,55,1,1,2,['زين'],0.02401129943502825
463,زلزل,8,10,9,1.25,7,1,1,2,['زلزل'],0.17857142857142858
